sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Capricorn,disciplined,rigid,sadness,Good,negative,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Happy,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,positive,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,negative,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Happy,positive,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,positive,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,negative,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Calm,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,neutral,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,negative,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,negative,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,positive,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Good,negative,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,positive,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Very Sad,positive,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Good,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,neutral,improving,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,neutral,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Happy,neutral,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,positive,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,positive,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Good,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Good,neutral,improving,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,neutral,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Low,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,negative,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,positive,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Low,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Low,negative,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,negative,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,positive,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,neutral,steady,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Calm,positive,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Calm,positive,steady,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,negative,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Calm,neutral,dropping,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,neutral,improving,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Low,negative,dropping,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,positive,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Good,neutral,steady,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Low,neutral,dropping,disciplined balance,anger regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Very Sad,negative,steady,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Low,neutral,improving,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Calm,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Very Sad,positive,dropping,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,joy,Very Sad,neutral,steady,disciplined balance,joy regulation,from rigid to grounded
Capricorn,disciplined,rigid,surprise,Happy,negative,improving,disciplined balance,surprise regulation,from rigid to grounded
Capricorn,disciplined,rigid,love,Happy,neutral,steady,disciplined balance,love regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,neutral,dropping,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,sadness,Happy,positive,dropping,disciplined balance,sadness regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Good,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,fear,Very Sad,neutral,improving,disciplined balance,fear regulation,from rigid to grounded
Capricorn,disciplined,rigid,anger,Very Sad,positive,dropping,disciplined balance,anger regulation,from rigid to grounded
